UID,KEY,DEP,ARR,CLASS,CAPACITY,DEP_TIME,ARR_TIME
6287,ZZ20240516IDRHYD2795,IDR,HYD,EC,88,1715869740,1715911800
6288,ZZ20240519IDRHYD2795,IDR,HYD,FC,22,1716128940,1716171000
6289,ZZ20240519IDRHYD2795,IDR,HYD,BC,44,1716128940,1716171000
6290,ZZ20240519IDRHYD2795,IDR,HYD,PC,66,1716128940,1716171000
6291,ZZ20240519IDRHYD2795,IDR,HYD,EC,88,1716128940,1716171000
6292,ZZ20240521IDRHYD2795,IDR,HYD,FC,22,1716301740,1716343800
6293,ZZ20240521IDRHYD2795,IDR,HYD,BC,44,1716301740,1716343800
6294,ZZ20240521IDRHYD2795,IDR,HYD,PC,66,1716301740,1716343800
6295,ZZ20240521IDRHYD2795,IDR,HYD,EC,88,1716301740,1716343800
6296,ZZ20240523IDRHYD2795,IDR,HYD,FC,22,1716474540,1716516600
6297,ZZ20240523IDRHYD2795,IDR,HYD,BC,44,1716474540,1716516600
6298,ZZ20240523IDRHYD2795,IDR,HYD,PC,66,1716474540,1716516600
6299,ZZ20240523IDRHYD2795,IDR,HYD,EC,88,1716474540,1716516600
6300,ZZ20240526IDRHYD2795,IDR,HYD,FC,22,1716733740,1716775800
6301,ZZ20240526IDRHYD2795,IDR,HYD,BC,44,1716733740,1716775800
6302,ZZ20240526IDRHYD2795,IDR,HYD,PC,66,1716733740,1716775800
6303,ZZ20240526IDRHYD2795,IDR,HYD,EC,88,1716733740,1716775800
6304,ZZ20240528IDRHYD2795,IDR,HYD,FC,22,1716906540,1716948600
6305,ZZ20240528IDRHYD2795,IDR,HYD,BC,44,1716906540,1716948600
6306,ZZ20240528IDRHYD2795,IDR,HYD,PC,66,1716906540,1716948600
6307,ZZ20240528IDRHYD2795,IDR,HYD,EC,88,1716906540,1716948600
6308,ZZ20240530IDRHYD2795,IDR,HYD,FC,22,1717079340,1717121400
6309,ZZ20240530IDRHYD2795,IDR,HYD,BC,44,1717079340,1717121400
6310,ZZ20240530IDRHYD2795,IDR,HYD,PC,66,1717079340,1717121400
6311,ZZ20240530IDRHYD2795,IDR,HYD,EC,88,1717079340,1717121400
6312,ZZ20240602IDRHYD2795,IDR,HYD,FC,22,1717338540,1717380600
6313,ZZ20240602IDRHYD2795,IDR,HYD,BC,44,1717338540,1717380600
6314,ZZ20240602IDRHYD2795,IDR,HYD,PC,66,1717338540,1717380600
6315,ZZ20240602IDRHYD2795,IDR,HYD,EC,88,1717338540,1717380600
6316,ZZ20240503BBIBLR2099,BBI,BLR,FC,27,1714736100,1714768260
6317,ZZ20240503BBIBLR2099,BBI,BLR,BC,54,1714736100,1714768260
6318,ZZ20240503BBIBLR2099,BBI,BLR,PC,81,1714736100,1714768260
6319,ZZ20240503BBIBLR2099,BBI,BLR,EC,108,1714736100,1714768260
6320,ZZ20240504BBIBLR2099,BBI,BLR,FC,27,1714822500,1714854660
6321,ZZ20240504BBIBLR2099,BBI,BLR,BC,54,1714822500,1714854660
6322,ZZ20240504BBIBLR2099,BBI,BLR,PC,81,1714822500,1714854660
6323,ZZ20240504BBIBLR2099,BBI,BLR,EC,108,1714822500,1714854660
6324,ZZ20240510BBIBLR2099,BBI,BLR,FC,27,1715340900,1715373060
6325,ZZ20240510BBIBLR2099,BBI,BLR,BC,54,1715340900,1715373060
6326,ZZ20240510BBIBLR2099,BBI,BLR,PC,81,1715340900,1715373060
6327,ZZ20240510BBIBLR2099,BBI,BLR,EC,108,1715340900,1715373060
6328,ZZ20240511BBIBLR2099,BBI,BLR,FC,27,1715427300,1715459460
6329,ZZ20240511BBIBLR2099,BBI,BLR,BC,54,1715427300,1715459460
6330,ZZ20240511BBIBLR2099,BBI,BLR,PC,81,1715427300,1715459460
6331,ZZ20240511BBIBLR2099,BBI,BLR,EC,108,1715427300,1715459460
6332,ZZ20240517BBIBLR2099,BBI,BLR,FC,27,1715945700,1715977860
6333,ZZ20240517BBIBLR2099,BBI,BLR,BC,54,1715945700,1715977860
6334,ZZ20240517BBIBLR2099,BBI,BLR,PC,81,1715945700,1715977860
6335,ZZ20240517BBIBLR2099,BBI,BLR,EC,108,1715945700,1715977860
6336,ZZ20240518BBIBLR2099,BBI,BLR,FC,27,1716032100,1716064260
6337,ZZ20240518BBIBLR2099,BBI,BLR,BC,54,1716032100,1716064260
6338,ZZ20240518BBIBLR2099,BBI,BLR,PC,81,1716032100,1716064260
6339,ZZ20240518BBIBLR2099,BBI,BLR,EC,108,1716032100,1716064260
6340,ZZ20240524BBIBLR2099,BBI,BLR,FC,27,1716550500,1716582660
6341,ZZ20240524BBIBLR2099,BBI,BLR,BC,54,1716550500,1716582660
6342,ZZ20240524BBIBLR2099,BBI,BLR,PC,81,1716550500,1716582660
6343,ZZ20240524BBIBLR2099,BBI,BLR,EC,108,1716550500,1716582660
6344,ZZ20240525BBIBLR2099,BBI,BLR,FC,27,1716636900,1716669060
6345,ZZ20240525BBIBLR2099,BBI,BLR,BC,54,1716636900,1716669060
6346,ZZ20240525BBIBLR2099,BBI,BLR,PC,81,1716636900,1716669060
6347,ZZ20240525BBIBLR2099,BBI,BLR,EC,108,1716636900,1716669060
6348,ZZ20240531BBIBLR2099,BBI,BLR,FC,27,1717155300,1717187460
6349,ZZ20240531BBIBLR2099,BBI,BLR,BC,54,1717155300,1717187460
6350,ZZ20240531BBIBLR2099,BBI,BLR,PC,81,1717155300,1717187460
6351,ZZ20240531BBIBLR2099,BBI,BLR,EC,108,1717155300,1717187460
6352,ZZ20240601BBIBLR2099,BBI,BLR,FC,27,1717241700,1717273860
6353,ZZ20240601BBIBLR2099,BBI,BLR,BC,54,1717241700,1717273860
6354,ZZ20240601BBIBLR2099,BBI,BLR,PC,81,1717241700,1717273860
6355,ZZ20240601BBIBLR2099,BBI,BLR,EC,108,1717241700,1717273860
6356,ZZ20240607BBIBLR2099,BBI,BLR,FC,27,1717760100,1717792260
6357,ZZ20240607BBIBLR2099,BBI,BLR,BC,54,1717760100,1717792260
6358,ZZ20240607BBIBLR2099,BBI,BLR,PC,81,1717760100,1717792260
6359,ZZ20240607BBIBLR2099,BBI,BLR,EC,108,1717760100,1717792260
6360,ZZ20240608BBIBLR2099,BBI,BLR,FC,27,1717846500,1717878660
6361,ZZ20240608BBIBLR2099,BBI,BLR,BC,54,1717846500,1717878660
6362,ZZ20240608BBIBLR2099,BBI,BLR,PC,81,1717846500,1717878660
6363,ZZ20240608BBIBLR2099,BBI,BLR,EC,108,1717846500,1717878660
6364,ZZ20240422HYDCJB2914,HYD,CJB,FC,27,1713748560,1713777780
6365,ZZ20240422HYDCJB2914,HYD,CJB,BC,54,1713748560,1713777780
6366,ZZ20240422HYDCJB2914,HYD,CJB,PC,81,1713748560,1713777780
6367,ZZ20240422HYDCJB2914,HYD,CJB,EC,108,1713748560,1713777780
6368,ZZ20240423HYDCJB2914,HYD,CJB,FC,27,1713834960,1713864180
6369,ZZ20240423HYDCJB2914,HYD,CJB,BC,54,1713834960,1713864180
6370,ZZ20240423HYDCJB2914,HYD,CJB,PC,81,1713834960,1713864180
6371,ZZ20240423HYDCJB2914,HYD,CJB,EC,108,1713834960,1713864180
6372,ZZ20240429HYDCJB2914,HYD,CJB,FC,27,1714353360,1714382580
6373,ZZ20240429HYDCJB2914,HYD,CJB,BC,54,1714353360,1714382580
6374,ZZ20240429HYDCJB2914,HYD,CJB,PC,81,1714353360,1714382580
6375,ZZ20240429HYDCJB2914,HYD,CJB,EC,108,1714353360,1714382580
6376,ZZ20240430HYDCJB2914,HYD,CJB,FC,27,1714439760,1714468980
6377,ZZ20240430HYDCJB2914,HYD,CJB,BC,54,1714439760,1714468980
6378,ZZ20240430HYDCJB2914,HYD,CJB,PC,81,1714439760,1714468980
6379,ZZ20240430HYDCJB2914,HYD,CJB,EC,108,1714439760,1714468980
6380,ZZ20240506HYDCJB2914,HYD,CJB,FC,27,1714958160,1714987380
6381,ZZ20240506HYDCJB2914,HYD,CJB,BC,54,1714958160,1714987380
6382,ZZ20240506HYDCJB2914,HYD,CJB,PC,81,1714958160,1714987380
6383,ZZ20240506HYDCJB2914,HYD,CJB,EC,108,1714958160,1714987380
6384,ZZ20240507HYDCJB2914,HYD,CJB,FC,27,1715044560,1715073780
6385,ZZ20240507HYDCJB2914,HYD,CJB,BC,54,1715044560,1715073780
6386,ZZ20240507HYDCJB2914,HYD,CJB,PC,81,1715044560,1715073780
6387,ZZ20240507HYDCJB2914,HYD,CJB,EC,108,1715044560,1715073780
6388,ZZ20240513HYDCJB2914,HYD,CJB,FC,27,1715562960,1715592180
6389,ZZ20240513HYDCJB2914,HYD,CJB,BC,54,1715562960,1715592180
6390,ZZ20240513HYDCJB2914,HYD,CJB,PC,81,1715562960,1715592180
6391,ZZ20240513HYDCJB2914,HYD,CJB,EC,108,1715562960,1715592180
6392,ZZ20240514HYDCJB2914,HYD,CJB,FC,27,1715649360,1715678580
6393,ZZ20240514HYDCJB2914,HYD,CJB,BC,54,1715649360,1715678580
6394,ZZ20240514HYDCJB2914,HYD,CJB,PC,81,1715649360,1715678580
6395,ZZ20240514HYDCJB2914,HYD,CJB,EC,108,1715649360,1715678580
6396,ZZ20240520HYDCJB2914,HYD,CJB,FC,27,1716167760,1716196980
6397,ZZ20240520HYDCJB2914,HYD,CJB,BC,54,1716167760,1716196980
6398,ZZ20240520HYDCJB2914,HYD,CJB,PC,81,1716167760,1716196980
6399,ZZ20240520HYDCJB2914,HYD,CJB,EC,108,1716167760,1716196980
6400,ZZ20240521HYDCJB2914,HYD,CJB,FC,27,1716254160,1716283380
6401,ZZ20240521HYDCJB2914,HYD,CJB,BC,54,1716254160,1716283380
6402,ZZ20240521HYDCJB2914,HYD,CJB,PC,81,1716254160,1716283380
6403,ZZ20240521HYDCJB2914,HYD,CJB,EC,108,1716254160,1716283380
6404,ZZ20240527HYDCJB2914,HYD,CJB,FC,27,1716772560,1716801780
6405,ZZ20240527HYDCJB2914,HYD,CJB,BC,54,1716772560,1716801780
6406,ZZ20240527HYDCJB2914,HYD,CJB,PC,81,1716772560,1716801780
6407,ZZ20240527HYDCJB2914,HYD,CJB,EC,108,1716772560,1716801780
6408,ZZ20240528HYDCJB2914,HYD,CJB,FC,27,1716858960,1716888180
6409,ZZ20240528HYDCJB2914,HYD,CJB,BC,54,1716858960,1716888180
6410,ZZ20240528HYDCJB2914,HYD,CJB,PC,81,1716858960,1716888180
6411,ZZ20240528HYDCJB2914,HYD,CJB,EC,108,1716858960,1716888180
6412,ZZ20240603HYDCJB2914,HYD,CJB,FC,27,1717377360,1717406580
6413,ZZ20240603HYDCJB2914,HYD,CJB,BC,54,1717377360,1717406580
6414,ZZ20240603HYDCJB2914,HYD,CJB,PC,81,1717377360,1717406580
6415,ZZ20240603HYDCJB2914,HYD,CJB,EC,108,1717377360,1717406580
6416,ZZ20240421GOIBOM2453,GOI,BOM,FC,18,1713688020,1713707640
6417,ZZ20240421GOIBOM2453,GOI,BOM,BC,36,1713688020,1713707640
6418,ZZ20240421GOIBOM2453,GOI,BOM,PC,54,1713688020,1713707640
6419,ZZ20240421GOIBOM2453,GOI,BOM,EC,72,1713688020,1713707640
6420,ZZ20240423GOIBOM2453,GOI,BOM,FC,18,1713860820,1713880440
6421,ZZ20240423GOIBOM2453,GOI,BOM,BC,36,1713860820,1713880440
6422,ZZ20240423GOIBOM2453,GOI,BOM,PC,54,1713860820,1713880440
6423,ZZ20240423GOIBOM2453,GOI,BOM,EC,72,1713860820,1713880440
6424,ZZ20240424GOIBOM2453,GOI,BOM,FC,18,1713947220,1713966840
6425,ZZ20240424GOIBOM2453,GOI,BOM,BC,36,1713947220,1713966840
6426,ZZ20240424GOIBOM2453,GOI,BOM,PC,54,1713947220,1713966840
6427,ZZ20240424GOIBOM2453,GOI,BOM,EC,72,1713947220,1713966840
6428,ZZ20240425GOIBOM2453,GOI,BOM,FC,18,1714033620,1714053240
6429,ZZ20240425GOIBOM2453,GOI,BOM,BC,36,1714033620,1714053240
6430,ZZ20240425GOIBOM2453,GOI,BOM,PC,54,1714033620,1714053240
6431,ZZ20240425GOIBOM2453,GOI,BOM,EC,72,1714033620,1714053240
6432,ZZ20240427GOIBOM2453,GOI,BOM,FC,18,1714206420,1714226040
6433,ZZ20240427GOIBOM2453,GOI,BOM,BC,36,1714206420,1714226040
6434,ZZ20240427GOIBOM2453,GOI,BOM,PC,54,1714206420,1714226040
6435,ZZ20240427GOIBOM2453,GOI,BOM,EC,72,1714206420,1714226040
6436,ZZ20240428GOIBOM2453,GOI,BOM,FC,18,1714292820,1714312440
6437,ZZ20240428GOIBOM2453,GOI,BOM,BC,36,1714292820,1714312440
6438,ZZ20240428GOIBOM2453,GOI,BOM,PC,54,1714292820,1714312440
6439,ZZ20240428GOIBOM2453,GOI,BOM,EC,72,1714292820,1714312440
6440,ZZ20240430GOIBOM2453,GOI,BOM,FC,18,1714465620,1714485240
6441,ZZ20240430GOIBOM2453,GOI,BOM,BC,36,1714465620,1714485240
6442,ZZ20240430GOIBOM2453,GOI,BOM,PC,54,1714465620,1714485240
6443,ZZ20240430GOIBOM2453,GOI,BOM,EC,72,1714465620,1714485240
6444,ZZ20240501GOIBOM2453,GOI,BOM,FC,18,1714552020,1714571640
6445,ZZ20240501GOIBOM2453,GOI,BOM,BC,36,1714552020,1714571640
6446,ZZ20240501GOIBOM2453,GOI,BOM,PC,54,1714552020,1714571640
6447,ZZ20240501GOIBOM2453,GOI,BOM,EC,72,1714552020,1714571640
6448,ZZ20240502GOIBOM2453,GOI,BOM,FC,18,1714638420,1714658040
6449,ZZ20240502GOIBOM2453,GOI,BOM,BC,36,1714638420,1714658040
6450,ZZ20240502GOIBOM2453,GOI,BOM,PC,54,1714638420,1714658040
6451,ZZ20240502GOIBOM2453,GOI,BOM,EC,72,1714638420,1714658040
6452,ZZ20240504GOIBOM2453,GOI,BOM,FC,18,1714811220,1714830840
6453,ZZ20240504GOIBOM2453,GOI,BOM,BC,36,1714811220,1714830840
6454,ZZ20240504GOIBOM2453,GOI,BOM,PC,54,1714811220,1714830840
6455,ZZ20240504GOIBOM2453,GOI,BOM,EC,72,1714811220,1714830840
6456,ZZ20240505GOIBOM2453,GOI,BOM,FC,18,1714897620,1714917240
6457,ZZ20240505GOIBOM2453,GOI,BOM,BC,36,1714897620,1714917240
6458,ZZ20240505GOIBOM2453,GOI,BOM,PC,54,1714897620,1714917240
6459,ZZ20240505GOIBOM2453,GOI,BOM,EC,72,1714897620,1714917240
6460,ZZ20240507GOIBOM2453,GOI,BOM,FC,18,1715070420,1715090040
6461,ZZ20240507GOIBOM2453,GOI,BOM,BC,36,1715070420,1715090040
6462,ZZ20240507GOIBOM2453,GOI,BOM,PC,54,1715070420,1715090040
6463,ZZ20240507GOIBOM2453,GOI,BOM,EC,72,1715070420,1715090040
6464,ZZ20240508GOIBOM2453,GOI,BOM,FC,18,1715156820,1715176440
6465,ZZ20240508GOIBOM2453,GOI,BOM,BC,36,1715156820,1715176440
6466,ZZ20240508GOIBOM2453,GOI,BOM,PC,54,1715156820,1715176440
6467,ZZ20240508GOIBOM2453,GOI,BOM,EC,72,1715156820,1715176440
6468,ZZ20240509GOIBOM2453,GOI,BOM,FC,18,1715243220,1715262840
6469,ZZ20240509GOIBOM2453,GOI,BOM,BC,36,1715243220,1715262840
6470,ZZ20240509GOIBOM2453,GOI,BOM,PC,54,1715243220,1715262840
6471,ZZ20240509GOIBOM2453,GOI,BOM,EC,72,1715243220,1715262840
6472,ZZ20240511GOIBOM2453,GOI,BOM,FC,18,1715416020,1715435640
6473,ZZ20240511GOIBOM2453,GOI,BOM,BC,36,1715416020,1715435640
6474,ZZ20240511GOIBOM2453,GOI,BOM,PC,54,1715416020,1715435640
6475,ZZ20240511GOIBOM2453,GOI,BOM,EC,72,1715416020,1715435640
6476,ZZ20240512GOIBOM2453,GOI,BOM,FC,18,1715502420,1715522040
6477,ZZ20240512GOIBOM2453,GOI,BOM,BC,36,1715502420,1715522040
6478,ZZ20240512GOIBOM2453,GOI,BOM,PC,54,1715502420,1715522040
6479,ZZ20240512GOIBOM2453,GOI,BOM,EC,72,1715502420,1715522040
6480,ZZ20240514GOIBOM2453,GOI,BOM,FC,18,1715675220,1715694840
6481,ZZ20240514GOIBOM2453,GOI,BOM,BC,36,1715675220,1715694840
6482,ZZ20240514GOIBOM2453,GOI,BOM,PC,54,1715675220,1715694840
6483,ZZ20240514GOIBOM2453,GOI,BOM,EC,72,1715675220,1715694840
6484,ZZ20240515GOIBOM2453,GOI,BOM,FC,18,1715761620,1715781240
6485,ZZ20240515GOIBOM2453,GOI,BOM,BC,36,1715761620,1715781240
6486,ZZ20240515GOIBOM2453,GOI,BOM,PC,54,1715761620,1715781240
6487,ZZ20240515GOIBOM2453,GOI,BOM,EC,72,1715761620,1715781240
6488,ZZ20240516GOIBOM2453,GOI,BOM,FC,18,1715848020,1715867640
6489,ZZ20240516GOIBOM2453,GOI,BOM,BC,36,1715848020,1715867640
6490,ZZ20240516GOIBOM2453,GOI,BOM,PC,54,1715848020,1715867640
6491,ZZ20240516GOIBOM2453,GOI,BOM,EC,72,1715848020,1715867640
6492,ZZ20240518GOIBOM2453,GOI,BOM,FC,18,1716020820,1716040440
6493,ZZ20240518GOIBOM2453,GOI,BOM,BC,36,1716020820,1716040440
6494,ZZ20240518GOIBOM2453,GOI,BOM,PC,54,1716020820,1716040440
6495,ZZ20240518GOIBOM2453,GOI,BOM,EC,72,1716020820,1716040440
6496,ZZ20240519GOIBOM2453,GOI,BOM,FC,18,1716107220,1716126840
6497,ZZ20240519GOIBOM2453,GOI,BOM,BC,36,1716107220,1716126840
6498,ZZ20240519GOIBOM2453,GOI,BOM,PC,54,1716107220,1716126840
6499,ZZ20240519GOIBOM2453,GOI,BOM,EC,72,1716107220,1716126840
6500,ZZ20240521GOIBOM2453,GOI,BOM,FC,18,1716280020,1716299640
6501,ZZ20240521GOIBOM2453,GOI,BOM,BC,36,1716280020,1716299640
6502,ZZ20240521GOIBOM2453,GOI,BOM,PC,54,1716280020,1716299640
6503,ZZ20240521GOIBOM2453,GOI,BOM,EC,72,1716280020,1716299640
6504,ZZ20240522GOIBOM2453,GOI,BOM,FC,18,1716366420,1716386040
6505,ZZ20240522GOIBOM2453,GOI,BOM,BC,36,1716366420,1716386040
6506,ZZ20240522GOIBOM2453,GOI,BOM,PC,54,1716366420,1716386040
6507,ZZ20240522GOIBOM2453,GOI,BOM,EC,72,1716366420,1716386040
6508,ZZ20240523GOIBOM2453,GOI,BOM,FC,18,1716452820,1716472440
6509,ZZ20240523GOIBOM2453,GOI,BOM,BC,36,1716452820,1716472440
6510,ZZ20240523GOIBOM2453,GOI,BOM,PC,54,1716452820,1716472440
6511,ZZ20240523GOIBOM2453,GOI,BOM,EC,72,1716452820,1716472440
6512,ZZ20240525GOIBOM2453,GOI,BOM,FC,18,1716625620,1716645240
6513,ZZ20240525GOIBOM2453,GOI,BOM,BC,36,1716625620,1716645240
6514,ZZ20240525GOIBOM2453,GOI,BOM,PC,54,1716625620,1716645240
6515,ZZ20240525GOIBOM2453,GOI,BOM,EC,72,1716625620,1716645240
6516,ZZ20240526GOIBOM2453,GOI,BOM,FC,18,1716712020,1716731640
6517,ZZ20240526GOIBOM2453,GOI,BOM,BC,36,1716712020,1716731640
6518,ZZ20240526GOIBOM2453,GOI,BOM,PC,54,1716712020,1716731640
6519,ZZ20240526GOIBOM2453,GOI,BOM,EC,72,1716712020,1716731640
6520,ZZ20240528GOIBOM2453,GOI,BOM,FC,18,1716884820,1716904440
6521,ZZ20240528GOIBOM2453,GOI,BOM,BC,36,1716884820,1716904440
6522,ZZ20240528GOIBOM2453,GOI,BOM,PC,54,1716884820,1716904440
6523,ZZ20240528GOIBOM2453,GOI,BOM,EC,72,1716884820,1716904440
6524,ZZ20240529GOIBOM2453,GOI,BOM,FC,18,1716971220,1716990840
6525,ZZ20240529GOIBOM2453,GOI,BOM,BC,36,1716971220,1716990840
6526,ZZ20240529GOIBOM2453,GOI,BOM,PC,54,1716971220,1716990840
6527,ZZ20240529GOIBOM2453,GOI,BOM,EC,72,1716971220,1716990840
6528,ZZ20240530GOIBOM2453,GOI,BOM,FC,18,1717057620,1717077240
6529,ZZ20240530GOIBOM2453,GOI,BOM,BC,36,1717057620,1717077240
6530,ZZ20240530GOIBOM2453,GOI,BOM,PC,54,1717057620,1717077240
6531,ZZ20240530GOIBOM2453,GOI,BOM,EC,72,1717057620,1717077240
6532,ZZ20240601GOIBOM2453,GOI,BOM,FC,18,1717230420,1717250040
6533,ZZ20240601GOIBOM2453,GOI,BOM,BC,36,1717230420,1717250040
6534,ZZ20240601GOIBOM2453,GOI,BOM,PC,54,1717230420,1717250040
6535,ZZ20240601GOIBOM2453,GOI,BOM,EC,72,1717230420,1717250040
6536,ZZ20240602GOIBOM2453,GOI,BOM,FC,18,1717316820,1717336440
6537,ZZ20240602GOIBOM2453,GOI,BOM,BC,36,1717316820,1717336440
6538,ZZ20240602GOIBOM2453,GOI,BOM,PC,54,1717316820,1717336440
6539,ZZ20240602GOIBOM2453,GOI,BOM,EC,72,1717316820,1717336440
6540,ZZ20240604GOIBOM2453,GOI,BOM,FC,18,1717489620,1717509240
6541,ZZ20240604GOIBOM2453,GOI,BOM,BC,36,1717489620,1717509240
6542,ZZ20240604GOIBOM2453,GOI,BOM,PC,54,1717489620,1717509240
6543,ZZ20240604GOIBOM2453,GOI,BOM,EC,72,1717489620,1717509240
6544,ZZ20240605GOIBOM2453,GOI,BOM,FC,18,1717576020,1717595640
6545,ZZ20240605GOIBOM2453,GOI,BOM,BC,36,1717576020,1717595640
6546,ZZ20240605GOIBOM2453,GOI,BOM,PC,54,1717576020,1717595640
6547,ZZ20240605GOIBOM2453,GOI,BOM,EC,72,1717576020,1717595640
6548,ZZ20240428PNQBOM3772,PNQ,BOM,FC,9,1714271700,1714298340
6549,ZZ20240428PNQBOM3772,PNQ,BOM,BC,18,1714271700,1714298340
6550,ZZ20240428PNQBOM3772,PNQ,BOM,PC,27,1714271700,1714298340
6551,ZZ20240428PNQBOM3772,PNQ,BOM,EC,36,1714271700,1714298340
6552,ZZ20240429PNQBOM3772,PNQ,BOM,FC,9,1714358100,1714384740
6553,ZZ20240429PNQBOM3772,PNQ,BOM,BC,18,1714358100,1714384740
6554,ZZ20240429PNQBOM3772,PNQ,BOM,PC,27,1714358100,1714384740
6555,ZZ20240429PNQBOM3772,PNQ,BOM,EC,36,1714358100,1714384740
6556,ZZ20240501PNQBOM3772,PNQ,BOM,FC,9,1714530900,1714557540
6557,ZZ20240501PNQBOM3772,PNQ,BOM,BC,18,1714530900,1714557540
6558,ZZ20240501PNQBOM3772,PNQ,BOM,PC,27,1714530900,1714557540
6559,ZZ20240501PNQBOM3772,PNQ,BOM,EC,36,1714530900,1714557540
6560,ZZ20240502PNQBOM3772,PNQ,BOM,FC,9,1714617300,1714643940
6561,ZZ20240502PNQBOM3772,PNQ,BOM,BC,18,1714617300,1714643940
6562,ZZ20240502PNQBOM3772,PNQ,BOM,PC,27,1714617300,1714643940
6563,ZZ20240502PNQBOM3772,PNQ,BOM,EC,36,1714617300,1714643940
6564,ZZ20240503PNQBOM3772,PNQ,BOM,FC,9,1714703700,1714730340
6565,ZZ20240503PNQBOM3772,PNQ,BOM,BC,18,1714703700,1714730340
6566,ZZ20240503PNQBOM3772,PNQ,BOM,PC,27,1714703700,1714730340
6567,ZZ20240503PNQBOM3772,PNQ,BOM,EC,36,1714703700,1714730340
6568,ZZ20240505PNQBOM3772,PNQ,BOM,FC,9,1714876500,1714903140
6569,ZZ20240505PNQBOM3772,PNQ,BOM,BC,18,1714876500,1714903140
6570,ZZ20240505PNQBOM3772,PNQ,BOM,PC,27,1714876500,1714903140
6571,ZZ20240505PNQBOM3772,PNQ,BOM,EC,36,1714876500,1714903140
6572,ZZ20240506PNQBOM3772,PNQ,BOM,FC,9,1714962900,1714989540
6573,ZZ20240506PNQBOM3772,PNQ,BOM,BC,18,1714962900,1714989540
6574,ZZ20240506PNQBOM3772,PNQ,BOM,PC,27,1714962900,1714989540
6575,ZZ20240506PNQBOM3772,PNQ,BOM,EC,36,1714962900,1714989540
6576,ZZ20240508PNQBOM3772,PNQ,BOM,FC,9,1715135700,1715162340
6577,ZZ20240508PNQBOM3772,PNQ,BOM,BC,18,1715135700,1715162340
6578,ZZ20240508PNQBOM3772,PNQ,BOM,PC,27,1715135700,1715162340
6579,ZZ20240508PNQBOM3772,PNQ,BOM,EC,36,1715135700,1715162340
6580,ZZ20240509PNQBOM3772,PNQ,BOM,FC,9,1715222100,1715248740
6581,ZZ20240509PNQBOM3772,PNQ,BOM,BC,18,1715222100,1715248740
6582,ZZ20240509PNQBOM3772,PNQ,BOM,PC,27,1715222100,1715248740
6583,ZZ20240509PNQBOM3772,PNQ,BOM,EC,36,1715222100,1715248740
6584,ZZ20240510PNQBOM3772,PNQ,BOM,FC,9,1715308500,1715335140
6585,ZZ20240510PNQBOM3772,PNQ,BOM,BC,18,1715308500,1715335140
6586,ZZ20240510PNQBOM3772,PNQ,BOM,PC,27,1715308500,1715335140
6587,ZZ20240510PNQBOM3772,PNQ,BOM,EC,36,1715308500,1715335140
6588,ZZ20240512PNQBOM3772,PNQ,BOM,FC,9,1715481300,1715507940
6589,ZZ20240512PNQBOM3772,PNQ,BOM,BC,18,1715481300,1715507940
6590,ZZ20240512PNQBOM3772,PNQ,BOM,PC,27,1715481300,1715507940
6591,ZZ20240512PNQBOM3772,PNQ,BOM,EC,36,1715481300,1715507940
6592,ZZ20240513PNQBOM3772,PNQ,BOM,FC,9,1715567700,1715594340
6593,ZZ20240513PNQBOM3772,PNQ,BOM,BC,18,1715567700,1715594340
6594,ZZ20240513PNQBOM3772,PNQ,BOM,PC,27,1715567700,1715594340
6595,ZZ20240513PNQBOM3772,PNQ,BOM,EC,36,1715567700,1715594340
6596,ZZ20240515PNQBOM3772,PNQ,BOM,FC,9,1715740500,1715767140
6597,ZZ20240515PNQBOM3772,PNQ,BOM,BC,18,1715740500,1715767140
6598,ZZ20240515PNQBOM3772,PNQ,BOM,PC,27,1715740500,1715767140
6599,ZZ20240515PNQBOM3772,PNQ,BOM,EC,36,1715740500,1715767140
6600,ZZ20240516PNQBOM3772,PNQ,BOM,FC,9,1715826900,1715853540
6601,ZZ20240516PNQBOM3772,PNQ,BOM,BC,18,1715826900,1715853540
6602,ZZ20240516PNQBOM3772,PNQ,BOM,PC,27,1715826900,1715853540
6603,ZZ20240516PNQBOM3772,PNQ,BOM,EC,36,1715826900,1715853540
6604,ZZ20240517PNQBOM3772,PNQ,BOM,FC,9,1715913300,1715939940
6605,ZZ20240517PNQBOM3772,PNQ,BOM,BC,18,1715913300,1715939940
6606,ZZ20240517PNQBOM3772,PNQ,BOM,PC,27,1715913300,1715939940
6607,ZZ20240517PNQBOM3772,PNQ,BOM,EC,36,1715913300,1715939940
6608,ZZ20240519PNQBOM3772,PNQ,BOM,FC,9,1716086100,1716112740
6609,ZZ20240519PNQBOM3772,PNQ,BOM,BC,18,1716086100,1716112740
6610,ZZ20240519PNQBOM3772,PNQ,BOM,PC,27,1716086100,1716112740
6611,ZZ20240519PNQBOM3772,PNQ,BOM,EC,36,1716086100,1716112740
6612,ZZ20240520PNQBOM3772,PNQ,BOM,FC,9,1716172500,1716199140
6613,ZZ20240520PNQBOM3772,PNQ,BOM,BC,18,1716172500,1716199140
6614,ZZ20240520PNQBOM3772,PNQ,BOM,PC,27,1716172500,1716199140
6615,ZZ20240520PNQBOM3772,PNQ,BOM,EC,36,1716172500,1716199140
6616,ZZ20240522PNQBOM3772,PNQ,BOM,FC,9,1716345300,1716371940
