IDX,PNR,KEY,CNT,SCORE,FK,UID
62172,QVMX54,ZZ20240530AMDCCU4995,9,17750,0,2198
62173,VMNR74,ZZ20240530AMDCCU4995,6,8600,0,2198
62174,VSAO23,ZZ20240530AMDCCU4995,8,16500,0,2198
62175,BEFO37,ZZ20240530AMDCCU4995,5,8600,0,2198
62176,UZCP97,ZZ20240530AMDCCU4995,2,5850,0,2199
62177,MRNJ15,ZZ20240530AMDCCU4995,1,1050,1,2199
62178,WILE46,ZZ20240530AMDCCU4995,9,14400,0,2199
62179,EQKM54,ZZ20240530AMDCCU4995,5,7000,0,2199
62180,CAYD24,ZZ20240530AMDCCU4995,2,3350,0,2199
62181,QNYV33,ZZ20240530AMDCCU4995,1,2050,0,2199
62182,SEKR53,ZZ20240530AMDCCU4995,6,9950,0,2199
62183,FVCV82,ZZ20240530AMDCCU4995,1,3050,0,2199
62184,ICBT37,ZZ20240530AMDCCU4995,1,4050,0,2199
62185,MLKH12,ZZ20240530AMDCCU4995,1,550,1,2199
62186,PYVM68,ZZ20240530AMDCCU4995,4,8200,0,2199
62187,JOQT77,ZZ20240530AMDCCU4995,3,6050,0,2199
62188,VQLM37,ZZ20240530AMDCCU4995,1,550,1,2199
62189,GYRJ58,ZZ20240530AMDCCU4995,1,1800,0,2199
62190,TDPL42,ZZ20240530AMDCCU4995,1,550,1,2199
62191,WTOU50,ZZ20240530AMDCCU4995,1,2550,1,2199
62192,KYVB58,ZZ20240530AMDCCU4995,1,1050,1,2199
62193,TMEH12,ZZ20240530AMDCCU4995,1,1050,1,2199
62194,GZSO25,ZZ20240530PNQBOM3772,3,5400,0,6640
62195,GUWJ81,ZZ20240530PNQBOM3772,1,2550,1,6640
62196,GYCH56,ZZ20240530PNQBOM3772,4,5750,0,6641
62197,QWID78,ZZ20240530PNQBOM3772,3,5700,0,6641
62198,UTWS26,ZZ20240530PNQBOM3772,2,2950,0,6642
62199,UOVV87,ZZ20240530PNQBOM3772,3,3500,0,6642
62200,ZTHZ70,ZZ20240530PNQBOM3772,3,4000,0,6642
62201,XWXZ67,ZZ20240530PNQBOM3772,1,2400,1,6642
62202,AUXW82,ZZ20240530PNQBOM3772,4,5300,0,6642
62203,RMPG81,ZZ20240530PNQBOM3772,8,10650,0,6643
62204,LNCD37,ZZ20240530PNQBOM3772,6,6550,0,6643
62205,GZSO25,ZZ20240531BOMMAA3355,3,1000,0,1208
62206,GZSO25,ZZ20240604MAACCU4647,3,1000,0,1028
62207,GUWJ81,ZZ20240531BOMDEL2019,1,1000,1,3288
62208,GUWJ81,ZZ20240613DELAMD2973,1,1000,1,2732
62209,GUWJ81,ZZ20240615AMDHYD4341,1,1000,1,4968
62210,GYCH56,ZZ20240531BOMHYD2933,4,800,0,1973
62211,GYCH56,ZZ20240601HYDIDR4830,4,800,0,6849
62212,GYCH56,ZZ20240602IDRHYD2795,4,800,0,6313
62213,UTWS26,ZZ20240531BOMHYD2933,2,600,0,1974
62214,UTWS26,ZZ20240601HYDDEL2297,2,600,0,3862
62215,UTWS26,ZZ20240602DELBLR3152,2,600,0,1346
62216,AUXW82,ZZ20240601BOMCCU3779,4,600,0,4330
62217,ZTYU36,ZZ20240530AMDBOM2678,4,5950,0,3328
62218,CXRB38,ZZ20240530AMDBOM2678,2,3850,0,3328
62219,PRLY22,ZZ20240530AMDBOM2678,1,2800,1,3328
62220,POZY10,ZZ20240530AMDBOM2678,2,4800,0,3328
62221,SEIB35,ZZ20240530AMDBOM2678,2,4850,0,3328
62222,VVCQ19,ZZ20240530AMDBOM2678,3,7400,0,3328
62223,CPTM38,ZZ20240530AMDBOM2678,1,2500,0,3328
62224,JKRU84,ZZ20240530AMDBOM2678,1,2800,1,3328
62225,RTGY50,ZZ20240530AMDBOM2678,2,4650,0,3329
62226,MLAU46,ZZ20240530AMDBOM2678,1,3350,0,3329
62227,KKVA81,ZZ20240530AMDBOM2678,4,6500,0,3329
62228,DMZU95,ZZ20240530AMDBOM2678,4,9500,0,3329
62229,GGDM50,ZZ20240530AMDBOM2678,4,3500,0,3329
62230,SDPF26,ZZ20240530AMDBOM2678,2,3650,0,3329
62231,QIJI50,ZZ20240530AMDBOM2678,3,4450,0,3329
62232,PYLY83,ZZ20240530AMDBOM2678,3,3700,0,3329
62233,OGHT89,ZZ20240530AMDBOM2678,4,8500,0,3329
62234,PPBJ95,ZZ20240530AMDBOM2678,2,4900,0,3329
62235,YBFU84,ZZ20240530AMDBOM2678,2,1200,0,3330
62236,BWBS53,ZZ20240530AMDBOM2678,4,5300,0,3330
62237,IVCG80,ZZ20240530AMDBOM2678,2,2700,0,3330
62238,ZPIS73,ZZ20240530AMDBOM2678,8,15200,0,3330
62239,JJCP10,ZZ20240530AMDBOM2678,3,5750,0,3330
62240,CAZJ16,ZZ20240530AMDBOM2678,9,15550,0,3330
62241,FYHF31,ZZ20240530AMDBOM2678,6,11150,0,3330
62242,WPRS51,ZZ20240530AMDBOM2678,5,6100,0,3330
62243,HWPN65,ZZ20240530AMDBOM2678,6,5750,0,3331
62244,EMUK75,ZZ20240530AMDBOM2678,7,7350,0,3331
62245,FPOZ86,ZZ20240530AMDBOM2678,9,12200,0,3331
62246,IFQN87,ZZ20240530AMDBOM2678,7,9850,0,3331
62247,OOIQ15,ZZ20240530AMDBOM2678,9,9400,0,3331
62248,NQFW18,ZZ20240530AMDBOM2678,6,9550,0,3331
62249,IZUV40,ZZ20240530AMDBOM2678,7,13100,0,3331
62250,UISH24,ZZ20240530AMDBOM2678,2,2850,0,3331
62251,EHVG19,ZZ20240530AMDBOM2678,3,7150,0,3331
62252,ZTYU36,ZZ20240531BOMHYD2933,4,1500,0,1972
62253,CXRB38,ZZ20240601BOMCCU3779,2,1000,0,4328
62254,PRLY22,ZZ20240601BOMCCU3779,1,1000,1,4328
62255,VVCQ19,ZZ20240531BOMDEL2019,3,1000,0,3288
62256,CPTM38,ZZ20240531BOMMAA3355,1,1000,1,1208
62257,CPTM38,ZZ20240601MAACCU4838,1,1000,1,3124
62258,DMZU95,ZZ20240531BOMDEL2019,4,800,0,3289
62259,DMZU95,ZZ20240602DELBLR3152,4,800,0,1345
62260,QIJI50,ZZ20240601BOMCCU3779,3,800,0,4329
62261,PYLY83,ZZ20240531BOMHYD2933,3,1300,0,1973
62262,PYLY83,ZZ20240607HYDAMD4335,3,1300,0,861
62263,IVCG80,ZZ20240531BOMHYD2933,2,1100,0,1974
62264,IVCG80,ZZ20240601HYDBLR2887,2,600,0,1694
62265,IVCG80,ZZ20240609BLRAMD4647,2,600,0,1454
62266,FYHF31,ZZ20240531BOMHYD2933,6,600,0,1974
62267,FYHF31,ZZ20240601HYDIDR4830,6,600,0,6850
62268,FYHF31,ZZ20240602IDRHYD2795,6,600,0,6314
62269,WPRS51,ZZ20240531BOMHYD2933,5,600,0,1974
62270,UISH24,ZZ20240531BOMDEL2019,2,500,0,3291
62271,UISH24,ZZ20240606DELMAA3440,2,500,0,1847
62272,UISH24,ZZ20240607MAAAMD2840,2,500,0,4583
62273,EHVG19,ZZ20240531BOMHYD2933,3,500,0,1975
62274,EHKI20,ZZ20240530BLRCCU3484,4,7700,0,3964
62275,MBMN69,ZZ20240530BLRCCU3484,1,2850,0,3965
62276,SGMG86,ZZ20240530MAACJB2120,1,3600,0,5517
62277,FFDE65,ZZ20240530MAACJB2120,9,14950,0,5518
62278,TFOG67,ZZ20240530MAACJB2120,5,6000,0,5518
62279,SGMG86,ZZ20240611CJBHYD2679,1,800,1,7281
62280,RDAE32,ZZ20240530AMDHYD4780,4,5950,0,4040
62281,TDBX37,ZZ20240530AMDHYD4780,1,3300,1,4040
62282,MBNB75,ZZ20240530AMDHYD4780,1,3100,1,4041
62283,DSGV52,ZZ20240530AMDHYD4780,3,4450,0,4041
62284,DULA22,ZZ20240530AMDHYD4780,3,7200,0,4041
62285,YGFB45,ZZ20240530AMDHYD4780,2,2400,0,4041
62286,XOAI47,ZZ20240530AMDHYD4780,1,1350,1,4041
62287,RKHO49,ZZ20240530AMDHYD4780,5,9850,0,4042
62288,KBJY47,ZZ20240530AMDHYD4780,8,11750,0,4042
62289,FVCS35,ZZ20240530AMDHYD4780,1,1150,1,4042
62290,BFDO53,ZZ20240530AMDHYD4780,1,1150,1,4042
62291,IJEU10,ZZ20240530AMDHYD4780,8,13850,0,4043
62292,ZEVI53,ZZ20240530AMDHYD4780,1,2300,1,4043
62293,FHOA33,ZZ20240530AMDHYD4780,3,3400,0,4043
62294,DSGV52,ZZ20240531HYDIDR4830,3,800,0,6845
62295,DULA22,ZZ20240601HYDDEL2297,3,800,0,3861
62296,XOAI47,ZZ20240531HYDIDR4830,1,1300,0,6845
62297,XOAI47,ZZ20240609IDRHYD2792,1,800,1,5589
62298,XOAI47,ZZ20240610HYDAMD4335,1,800,1,869
62299,RKHO49,ZZ20240601HYDDEL2297,5,600,0,3862
62300,FVCS35,ZZ20240601HYDDEL2297,1,1100,0,3862
62301,BFDO53,ZZ20240531HYDAMD2299,1,600,1,3074
62302,ZEVI53,ZZ20240531HYDAMD4335,1,1000,0,843
62303,ZEVI53,ZZ20240603AMDMAA4140,1,500,1,2423
62304,ZEVI53,ZZ20240605MAAAMD2840,1,1000,0,4579
62305,FHOA33,ZZ20240531HYDAMD4335,3,500,0,843
62306,PBQF52,ZZ20240530GAUPNQ3440,4,7950,0,7984
62307,CBUQ49,ZZ20240530GAUPNQ3440,3,6150,0,7984
62308,MTZA53,ZZ20240530GAUPNQ3440,2,2900,0,7985
62309,WCQV29,ZZ20240530GAUPNQ3440,1,3850,0,7985
62310,TEGG31,ZZ20240530GAUPNQ3440,3,3450,0,7985
62311,HQCB92,ZZ20240530GAUPNQ3440,2,3400,0,7985
62312,NVVX23,ZZ20240530GAUPNQ3440,4,6750,0,7985
62313,BHKG13,ZZ20240530GAUPNQ3440,3,2950,0,7985
62314,XLGF97,ZZ20240530GAUPNQ3440,2,6400,0,7985
62315,SZQG54,ZZ20240530GAUPNQ3440,1,1350,1,7985
62316,JLTB54,ZZ20240530GAUPNQ3440,1,850,1,7985
62317,VJYS83,ZZ20240530GAUPNQ3440,6,9900,0,7986
62318,PRTM27,ZZ20240530GAUPNQ3440,6,10400,0,7986
62319,WNAD43,ZZ20240530GAUPNQ3440,1,1150,1,7986
62320,WMWM83,ZZ20240530GAUPNQ3440,4,7800,0,7986
62321,UMST83,ZZ20240530GAUPNQ3440,5,7300,0,7986
62322,VSXJ30,ZZ20240530GAUPNQ3440,5,14600,0,7986
62323,UEZW34,ZZ20240530GAUPNQ3440,6,9900,0,7986
62324,MIDJ13,ZZ20240530GAUPNQ3440,1,1150,1,7986
62325,GRTC27,ZZ20240530GAUPNQ3440,1,1150,1,7986
62326,BKCV36,ZZ20240530GAUPNQ3440,6,8300,0,7987
62327,DUSO67,ZZ20240530GAUPNQ3440,9,11700,0,7987
62328,PZHC64,ZZ20240530GAUPNQ3440,1,3550,0,7987
62329,POBM27,ZZ20240530GAUPNQ3440,5,8750,0,7987
62330,LZOP28,ZZ20240530GAUPNQ3440,6,12550,0,7987
62331,CPMJ83,ZZ20240530GAUPNQ3440,1,1050,1,7987
62332,SNDJ40,ZZ20240530GAUPNQ3440,1,550,1,7987
62333,PBQF52,ZZ20240601PNQGOI2702,4,1500,0,7804
62334,PBQF52,ZZ20240604GOIBOM2453,4,1000,0,6540
62335,PBQF52,ZZ20240605BOMDEL2019,4,1000,0,3304
62336,CBUQ49,ZZ20240531PNQBOM3772,3,1500,0,6644
62337,CBUQ49,ZZ20240611BOMPNQ2977,3,1000,0,5312
62338,MTZA53,ZZ20240601PNQGOI2702,2,1300,0,7805
62339,MTZA53,ZZ20240603GOIBOM4529,2,800,0,5473
62340,MTZA53,ZZ20240604BOMHYD2933,2,1300,0,1985
62341,TEGG31,ZZ20240531PNQGAU3270,3,1300,0,7337
62342,HQCB92,ZZ20240601PNQGOI2702,2,800,0,7805
62343,HQCB92,ZZ20240602GOIGAU2919,2,800,0,7737
62344,NVVX23,ZZ20240601PNQGOI2702,4,800,0,7805
62345,NVVX23,ZZ20240609GOIGAU3294,4,800,0,7633
62346,NVVX23,ZZ20240610GAUPNQ3440,4,800,0,8013
62347,BHKG13,ZZ20240601PNQGOI2702,3,800,0,7805
62348,BHKG13,ZZ20240605GOIBOM2453,3,1300,0,6545
62349,BHKG13,ZZ20240607BOMPNQ2977,3,800,0,5301
62350,XLGF97,ZZ20240601PNQGOI2702,2,1300,0,7805
62351,XLGF97,ZZ20240603GOIBOM4529,2,1300,0,5473
62352,XLGF97,ZZ20240605BOMDEL2019,2,800,0,3305
62353,SZQG54,ZZ20240601PNQGOI2702,1,1300,0,7805
62354,SZQG54,ZZ20240608GOIGAU2919,1,800,1,7749
62355,VJYS83,ZZ20240531PNQGAU3270,6,600,0,7338
62356,WNAD43,ZZ20240531PNQBOM3772,1,600,1,6646
62357,WNAD43,ZZ20240618BOMPNQ2977,1,600,1,5334
62358,WNAD43,ZZ20240616PNQGAU3270,1,1100,0,7358
62359,UMST83,ZZ20240601PNQGOI2702,5,1100,0,7806
62360,UMST83,ZZ20240617GOIGAU3294,5,600,0,7646
62361,VSXJ30,ZZ20240531PNQGAU3270,5,600,0,7338
62362,UEZW34,ZZ20240601PNQGOI2702,6,600,0,7806
62363,UEZW34,ZZ20240604GOIBOM2453,6,1100,0,6542
62364,UEZW34,ZZ20240605BOMHYD3946,6,600,0,3382
62365,MIDJ13,ZZ20240531PNQGAU3270,1,600,1,7338
62366,GRTC27,ZZ20240601PNQGOI2702,1,600,1,7806
62367,GRTC27,ZZ20240603GOIGAU3294,1,600,1,7630
62368,BKCV36,ZZ20240531PNQBOM3772,6,500,0,6647
62369,BKCV36,ZZ20240602BOMDEL2019,6,500,0,3299
62370,DUSO67,ZZ20240531PNQGAU3270,9,500,0,7339
62371,PZHC64,ZZ20240601PNQGOI2702,1,500,1,7807
62372,PZHC64,ZZ20240609GOIGAU2919,1,500,1,7755
62373,PZHC64,ZZ20240610GAUBOM4819,1,500,1,5975
62374,POBM27,ZZ20240531PNQGAU3270,5,500,0,7339
62375,LZOP28,ZZ20240531PNQGAU3270,6,500,0,7339
62376,CPMJ83,ZZ20240531PNQGAU3270,1,500,1,7339
62377,FJHL70,ZZ20240530BOMHYD2933,3,5400,0,1968
62378,PZEH77,ZZ20240530BOMHYD2933,4,3200,0,1968
62379,JOQY24,ZZ20240530BOMHYD2933,1,3800,0,1968
62380,NIQP80,ZZ20240530BOMHYD2933,1,2350,1,1969
62381,OWZE99,ZZ20240530BOMHYD2933,1,4100,0,1969
62382,MSEY19,ZZ20240530BOMHYD2933,2,5400,0,1969
62383,KMVO65,ZZ20240530BOMHYD2933,1,850,1,1969
62384,QNIQ33,ZZ20240530BOMHYD2933,1,3550,0,1969
62385,BJGE16,ZZ20240530BOMHYD2933,2,2400,0,1969
62386,JJUH55,ZZ20240530BOMHYD2933,2,2400,0,1969
62387,WVZN55,ZZ20240530BOMHYD2933,2,3650,0,1969
62388,OUGI43,ZZ20240530BOMHYD2933,1,850,1,1969
62389,RJPM19,ZZ20240530BOMHYD2933,4,7500,0,1969
62390,VGEU77,ZZ20240530BOMHYD2933,3,6200,0,1969
62391,NEEG70,ZZ20240530BOMHYD2933,1,2850,0,1969
62392,XONF47,ZZ20240530BOMHYD2933,1,3850,0,1969
62393,CSNG34,ZZ20240530BOMHYD2933,4,4550,0,1970
62394,VLQZ14,ZZ20240530BOMHYD2933,1,650,1,1970
62395,VCVG64,ZZ20240530BOMHYD2933,3,4250,0,1970
62396,CGTB47,ZZ20240530BOMHYD2933,3,4750,0,1970
62397,XQMX59,ZZ20240530BOMHYD2933,7,7650,0,1970
62398,VNWW25,ZZ20240530BOMHYD2933,3,7250,0,1970
62399,SPZM74,ZZ20240530BOMHYD2933,2,4700,0,1970
62400,YPQZ25,ZZ20240530BOMHYD2933,6,11900,0,1970
62401,DHTC83,ZZ20240530BOMHYD2933,3,5500,0,1970
62402,TCNS15,ZZ20240530BOMHYD2933,1,650,1,1970
62403,YDKH26,ZZ20240530BOMHYD2933,1,1150,1,1970
62404,CDGX39,ZZ20240530BOMHYD2933,1,1150,1,1970
62405,NSZU58,ZZ20240530BOMHYD2933,8,13850,0,1971
62406,TJFI18,ZZ20240530BOMHYD2933,2,5100,0,1971
62407,XBFZ66,ZZ20240530BOMHYD2933,6,9550,0,1971
62408,HTQL91,ZZ20240530BOMHYD2933,5,8950,0,1971
62409,AFTB86,ZZ20240530BOMHYD2933,7,15350,0,1971
62410,YPQV77,ZZ20240530BOMHYD2933,6,14000,0,1971
62411,JOQY24,ZZ20240531HYDAMD4335,1,1000,1,840
62412,JOQY24,ZZ20240613AMDBOM2678,1,1000,1,3344
62413,NIQP80,ZZ20240531HYDIDR4830,1,1300,0,6845
62414,NIQP80,ZZ20240608IDRHYD3455,1,1300,0,6793
62415,NIQP80,ZZ20240610HYDAMD4335,1,1300,0,869
62416,OWZE99,ZZ20240531HYDAMD4335,1,800,1,841
62417,OWZE99,ZZ20240624AMDBOM2678,1,800,1,3357
62418,QNIQ33,ZZ20240531HYDAMD4335,1,1300,0,841
62419,JJUH55,ZZ20240531HYDAMD4335,2,800,0,841
62420,OUGI43,ZZ20240531HYDAMD4335,1,1300,0,841
62421,OUGI43,ZZ20240606AMDMAA4140,1,800,1,2429
62422,OUGI43,ZZ20240603MAABOM3229,1,800,1,4117
62423,RJPM19,ZZ20240601HYDDEL2297,4,1300,0,3861
62424,VGEU77,ZZ20240531HYDAMD4335,3,800,0,841
62425,VGEU77,ZZ20240606AMDBOM2678,3,800,0,3337
62426,NEEG70,ZZ20240531HYDIDR4830,1,800,1,6845
62427,VLQZ14,ZZ20240531HYDAMD4335,1,1100,0,842
62428,VCVG64,ZZ20240601HYDBLR2887,3,600,0,1694
62429,VCVG64,ZZ20240605BLRCCU3484,3,1100,0,3970
62430,CGTB47,ZZ20240531HYDAMD4335,3,600,0,842
62431,CGTB47,ZZ20240606AMDBOM2678,3,600,0,3338
62432,XQMX59,ZZ20240531HYDAMD4335,7,600,0,842
62433,VNWW25,ZZ20240601HYDDEL2297,3,600,0,3862
62434,SPZM74,ZZ20240601HYDDEL2297,2,1100,0,3862
62435,DHTC83,ZZ20240531HYDAMD4335,3,1100,0,842
62436,DHTC83,ZZ20240531AMDMAA4140,3,600,0,2414
62437,DHTC83,ZZ20240603MAABOM3229,3,1100,0,4118
62438,TCNS15,ZZ20240531HYDAMD4335,1,600,1,842
62439,YDKH26,ZZ20240531HYDAMD4335,1,600,1,842
62440,YDKH26,ZZ20240601AMDDEL3431,1,600,1,4718
62441,NSZU58,ZZ20240531HYDAMD4335,8,500,0,843
62442,NSZU58,ZZ20240602AMDMAA4012,8,500,0,315
62443,TJFI18,ZZ20240531HYDAMD4335,2,500,0,843
62444,TJFI18,ZZ20240601AMDBLR3782,2,500,0,3615
62445,TJFI18,ZZ20240602BLRBOM2024,2,500,0,2831
62446,XBFZ66,ZZ20240531HYDAMD4335,6,1000,0,843
62447,XBFZ66,ZZ20240601AMDHYD4341,6,500,0,4947
62448,YPQV77,ZZ20240531HYDAMD4335,6,500,0,843
62449,YPQV77,ZZ20240623AMDBLR4957,6,500,0,4211
62450,YPQV77,ZZ20240606BLRBOM2024,6,500,0,2835
62451,YWLR90,ZZ20240530GOIBOM2453,1,650,1,6530
62452,WITC48,ZZ20240530BOMCCU3779,5,7600,0,4326
62453,MMEC56,ZZ20240530BOMCCU3779,1,2650,0,4326
62454,ZVNE54,ZZ20240530BOMCCU3779,1,1050,1,4327
62455,TDFM36,ZZ20240530BLRDEL4246,4,10700,0,2484
62456,DTKV75,ZZ20240530BLRDEL4246,3,5600,0,2484
62457,WSRG92,ZZ20240530BLRDEL4246,2,2100,0,2484
62458,HRNV55,ZZ20240530BLRDEL4246,2,5100,0,2484
62459,RELL39,ZZ20240530BLRDEL4246,1,1800,0,2484
62460,SHPT36,ZZ20240530BLRDEL4246,1,1050,1,2484
62461,UONO22,ZZ20240530BLRDEL4246,2,4400,0,2485
62462,WXML82,ZZ20240530BLRDEL4246,3,4700,0,2485
62463,NIIO69,ZZ20240530BLRDEL4246,2,3900,0,2485
62464,UTKE48,ZZ20240530BLRDEL4246,5,11050,0,2486
62465,ZPAA86,ZZ20240530BLRDEL4246,4,9550,0,2486
62466,LCNM17,ZZ20240530BLRDEL4246,3,6200,0,2486
62467,JNGU39,ZZ20240530BLRDEL4246,1,2150,1,2486
62468,CCGU87,ZZ20240530BLRDEL4246,4,3650,0,2487
62469,YLCS55,ZZ20240530BLRDEL4246,1,2550,0,2487
62470,NYOI18,ZZ20240530BLRDEL4246,3,6400,0,2487
62471,IQTV60,ZZ20240530BLRDEL4246,7,8100,0,2487
62472,MJYC11,ZZ20240530BLRDEL4246,9,17150,0,2487
62473,ICLD31,ZZ20240530BLRDEL4246,5,6500,0,2487
62474,HBJT14,ZZ20240530BLRDEL4246,8,10400,0,2487
62475,UXEW44,ZZ20240530BLRDEL4246,3,5400,0,2487
62476,DTKV75,ZZ20240531DELMAA3440,3,1000,0,1836
62477,DTKV75,ZZ20240608MAACCU4838,3,1000,0,3136
62478,HRNV55,ZZ20240531DELMAA3440,2,1500,0,1836
62479,HRNV55,ZZ20240609MAAHYD4704,2,1000,0,704
62480,HRNV55,ZZ20240611HYDBLR2887,2,1000,0,1720
62481,ZPAA86,ZZ20240531DELMAA3440,4,600,0,1838
62482,ZPAA86,ZZ20240603MAABOM3229,4,600,0,4118
62483,ZPAA86,ZZ20240604BOMHYD2933,4,1100,0,1986
62484,CCGU87,ZZ20240531DELMAA3440,4,500,0,1839
62485,CCGU87,ZZ20240606MAACJB2120,4,500,0,5531
62486,ICLD31,ZZ20240531DELMAA3440,5,1000,0,1839
62487,GHHL40,ZZ20240530AMDMAA4140,3,7400,0,2408
62488,PEWJ68,ZZ20240530AMDMAA4140,4,8150,0,2408
62489,QRXK39,ZZ20240530AMDMAA4140,3,4850,0,2408
62490,WAOM71,ZZ20240530AMDMAA4140,1,3800,0,2408
62491,KFAD79,ZZ20240530AMDMAA4140,3,3450,0,2409
62492,DKVO98,ZZ20240530AMDMAA4140,3,5700,0,2409
62493,XGZG15,ZZ20240530AMDMAA4140,3,7450,0,2409
62494,FBXW15,ZZ20240530AMDMAA4140,1,1050,1,2409
62495,RPBJ82,ZZ20240530AMDMAA4140,1,1050,1,2409
62496,BNHT24,ZZ20240530AMDMAA4140,4,8000,0,2409
62497,KGLH43,ZZ20240530AMDMAA4140,4,9700,0,2409
62498,MKWD41,ZZ20240530AMDMAA4140,1,3350,0,2409
62499,IMCA91,ZZ20240530AMDMAA4140,1,2850,0,2409
62500,TPWH81,ZZ20240530AMDMAA4140,4,6800,0,2410
62501,VWZO32,ZZ20240530AMDMAA4140,6,7850,0,2410
62502,WTXU25,ZZ20240530AMDMAA4140,8,10250,0,2410
62503,UVVS43,ZZ20240530AMDMAA4140,4,6300,0,2410
62504,FTLP52,ZZ20240530AMDMAA4140,5,9600,0,2410
62505,XJVA31,ZZ20240530AMDMAA4140,3,4750,0,2410
62506,WRHS71,ZZ20240530AMDMAA4140,5,8050,0,2410
62507,VCFT77,ZZ20240530AMDMAA4140,1,2150,1,2410
62508,YPRG19,ZZ20240530AMDMAA4140,3,5200,0,2410
62509,CEFI60,ZZ20240530AMDMAA4140,3,6500,0,2410
62510,QTKW68,ZZ20240530AMDMAA4140,1,3800,0,2411
62511,GWQE20,ZZ20240530AMDMAA4140,1,2050,1,2411
62512,KVQV71,ZZ20240530AMDMAA4140,1,550,1,2411
62513,IOOR44,ZZ20240530AMDMAA4140,3,5650,0,2411
62514,AAML95,ZZ20240530AMDMAA4140,1,550,1,2411
62515,FHNU73,ZZ20240530AMDMAA4140,5,6000,0,2411
62516,SUPA68,ZZ20240530AMDMAA4140,3,2900,0,2411
62517,BGOZ46,ZZ20240530AMDMAA4140,1,4050,0,2411
62518,AHNB68,ZZ20240530AMDMAA4140,6,14050,0,2411
62519,HQCB29,ZZ20240530AMDMAA4140,6,9200,0,2411
62520,WUCW23,ZZ20240530AMDMAA4140,2,1850,0,2411
62521,IDMO48,ZZ20240530AMDMAA4140,2,2600,0,2411
62522,NFOJ58,ZZ20240530AMDMAA4140,1,2800,1,2411
62523,GHHL40,ZZ20240531MAAAMD2840,3,1000,0,4568
62524,PEWJ68,ZZ20240531MAAAMD2840,4,1500,0,4568
62525,QRXK39,ZZ20240531MAACCU4647,3,1000,0,1020
62526,WAOM71,ZZ20240531MAAAMD2840,1,1000,1,4568
62527,KFAD79,ZZ20240531MAAAMD2840,3,800,0,4569
62528,DKVO98,ZZ20240531MAACJB2120,3,800,0,5521
62529,XGZG15,ZZ20240531MAAHYD3027,3,800,0,1601
62530,RPBJ82,ZZ20240603MAABOM3229,1,800,1,4117
62531,RPBJ82,ZZ20240604BOMHYD2933,1,800,1,1985
62532,KGLH43,ZZ20240531MAAAMD2840,4,800,0,4569
62533,MKWD41,ZZ20240531MAAAMD2840,1,800,1,4569
62534,TPWH81,ZZ20240531MAAHYD3027,4,1100,0,1602
62535,TPWH81,ZZ20240601HYDBLR2887,4,600,0,1694
62536,UVVS43,ZZ20240531MAACJB2120,4,600,0,5522
62537,FTLP52,ZZ20240531MAACCU4647,5,600,0,1022
62538,QTKW68,ZZ20240531MAACCU4647,1,500,1,1023
62539,GWQE20,ZZ20240531MAAHYD3027,1,500,1,1603
62540,GWQE20,ZZ20240601HYDDEL2297,1,1000,0,3863
62541,KVQV71,ZZ20240531MAAAMD2840,1,500,1,4571
62542,IOOR44,ZZ20240531MAACCU4647,3,500,0,1023
62543,AAML95,ZZ20240531MAAAMD2840,1,500,1,4571
62544,BGOZ46,ZZ20240531MAAHYD3027,1,1000,0,1603
62545,BGOZ46,ZZ20240601HYDIDR4122,1,500,1,5411
62546,BGOZ46,ZZ20240602IDRHYD2795,1,500,1,6315
62547,HQCB29,ZZ20240531MAAHYD3027,6,500,0,1603
62548,HQCB29,ZZ20240611HYDAMD4335,6,500,0,875
62549,NFOJ58,ZZ20240531MAAHYD3027,1,500,1,1603
62550,NFOJ58,ZZ20240611HYDAMD4335,1,1000,0,875
62551,NFOJ58,ZZ20240612AMDHYD4780,1,500,1,4063
62552,WEPK40,ZZ20240530AMDDEL3431,3,4350,0,4712
62553,YJJQ95,ZZ20240530AMDDEL3431,1,3550,0,4712
62554,OJWO78,ZZ20240530AMDDEL3431,2,5600,0,4712
62555,KZOX11,ZZ20240530AMDDEL3431,2,4350,0,4712
62556,XRSI95,ZZ20240530AMDDEL3431,1,3550,0,4712
62557,ORWJ29,ZZ20240530AMDDEL3431,1,4050,0,4712
62558,BRUB50,ZZ20240530AMDDEL3431,2,2400,0,4713
62559,XWJO80,ZZ20240530AMDDEL3431,2,1400,0,4713
62560,MWND57,ZZ20240530AMDDEL3431,3,7200,0,4713
62561,PJQX77,ZZ20240530AMDDEL3431,3,7200,0,4713
62562,KZXI37,ZZ20240530AMDDEL3431,1,4600,0,4713
62563,NIKD14,ZZ20240530AMDDEL3431,2,4900,0,4713
62564,HGCR74,ZZ20240530AMDDEL3431,3,6950,0,4713
62565,HUBL37,ZZ20240530AMDDEL3431,1,2100,0,4713
62566,LUGK22,ZZ20240530AMDDEL3431,2,4600,0,4713
62567,JCBE50,ZZ20240530AMDDEL3431,1,3100,0,4713
62568,EFYH48,ZZ20240530AMDDEL3431,9,20250,0,4714
62569,OJLU17,ZZ20240530AMDDEL3431,1,1150,0,4714
62570,SPBB46,ZZ20240530AMDDEL3431,9,14400,0,4715
62571,SKJL12,ZZ20240530AMDDEL3431,9,14200,0,4715
62572,YPMH15,ZZ20240530AMDDEL3431,8,11850,0,4715
62573,ROYG39,ZZ20240530AMDDEL3431,9,13400,0,4715
